id,cuisine
47880,korean
29197,french
16347,irish
20333,mexican
29112,chinese
7510,french
13897,mexican
35699,moroccan
20520,mexican
38920,mexican
21775,indian
37475,japanese
40131,cajun_creole
1939,mexican
48268,spanish
34815,indian
13797,italian
39063,chinese
29064,chinese
26896,spanish
29477,italian
3352,southern_us
4966,mexican
7316,italian
23879,mexican
16525,italian
32843,chinese
39574,chinese
32737,mexican
44788,filipino
28772,italian
34189,mexican
33719,southern_us
25846,indian
1423,indian
4328,vietnamese
579,southern_us
5219,indian
2314,southern_us
31143,moroccan
13409,korean
3281,greek
15804,thai
40835,southern_us
39262,korean
37013,indian
14807,jamaican
47956,mexican
2580,mexican
13720,italian
23008,japanese
5951,indian
39312,mexican
6176,southern_us
17617,chinese
57,mexican
43422,indian
49403,french
44751,southern_us
21865,mexican
26584,french
39355,korean
14038,southern_us
45396,filipino
49715,mexican
41515,thai
30445,spanish
4090,southern_us
17207,thai
40376,italian
19398,mexican
22347,vietnamese
49671,mexican
40854,italian
926,chinese
47919,filipino
20571,italian
18866,southern_us
48742,mexican
14577,italian
29481,italian
40996,italian
34470,moroccan
31147,mexican
35932,italian
27221,italian
48301,italian
29925,korean
48640,thai
22873,southern_us
10565,cajun_creole
15509,italian
37569,southern_us
13306,chinese
40474,italian
15182,indian
8609,chinese
32168,japanese
1125,thai
25244,italian
46889,chinese
13841,vietnamese
47135,moroccan
29036,indian
43533,japanese
41631,southern_us
22124,southern_us
18836,cajun_creole
35695,french
5141,indian
41894,moroccan
4972,italian
34195,vietnamese
14183,british
15188,japanese
8734,french
30946,southern_us
5588,southern_us
49554,southern_us
1270,indian
1259,vietnamese
45986,greek
22351,italian
300,mexican
9278,southern_us
10021,indian
17014,french
40855,italian
18362,korean
16292,chinese
29924,indian
47174,southern_us
4856,italian
15417,italian
19875,japanese
42228,indian
36264,mexican
14571,french
23496,chinese
43879,mexican
23431,indian
5499,italian
247,chinese
48795,indian
47113,italian
489,mexican
13036,japanese
4838,italian
40630,indian
17576,italian
29972,thai
8123,indian
35918,mexican
42669,southern_us
24632,southern_us
35740,mexican
45670,italian
28041,filipino
46688,japanese
10309,thai
15367,indian
30562,southern_us
47151,moroccan
47300,vietnamese
31200,southern_us
5749,southern_us
41807,french
13990,mexican
23572,greek
872,southern_us
38085,filipino
5248,chinese
26309,italian
26880,mexican
41559,mexican
8059,southern_us
26041,thai
30019,indian
7207,indian
30309,french
2092,french
8023,chinese
4016,southern_us
24631,italian
35068,southern_us
8523,mexican
28463,italian
8629,french
43829,cajun_creole
22129,french
34505,chinese
38200,chinese
36513,thai
32187,italian
7788,southern_us
31130,thai
40483,southern_us
2224,southern_us
14143,french
22889,indian
17406,chinese
10451,thai
19844,italian
23416,french
33874,italian
39951,italian
41361,mexican
44659,indian
8836,french
21709,indian
22993,thai
39191,southern_us
17182,mexican
20507,korean
42397,italian
18897,italian
3797,thai
11041,brazilian
807,filipino
3514,italian
12936,thai
15050,southern_us
43377,cajun_creole
10471,chinese
30721,mexican
14333,indian
6260,chinese
7712,southern_us
19048,southern_us
21455,mexican
18575,southern_us
47647,french
35947,mexican
14499,italian
43525,japanese
5723,italian
48497,italian
43822,spanish
525,russian
30594,mexican
47948,southern_us
2099,indian
43863,mexican
24711,vietnamese
15230,indian
21680,indian
36218,mexican
41622,chinese
34809,italian
5110,french
27214,italian
34803,southern_us
36822,indian
6912,vietnamese
20373,french
29157,italian
6327,mexican
35502,mexican
8305,british
35598,french
48538,indian
49358,indian
44506,mexican
39146,indian
29270,french
20560,southern_us
24169,southern_us
41537,italian
10431,french
31517,southern_us
34049,chinese
26964,vietnamese
49655,italian
9101,italian
30377,italian
7046,indian
47969,mexican
18971,southern_us
38891,southern_us
29506,thai
40305,cajun_creole
21255,chinese
15578,mexican
24894,southern_us
32089,chinese
46097,filipino
40982,italian
12543,indian
38366,southern_us
32925,spanish
17506,thai
48389,indian
41804,korean
9961,thai
24939,indian
39599,french
45838,mexican
48875,indian
25531,chinese
3009,cajun_creole
31965,italian
16901,italian
13370,italian
2954,filipino
40353,french
8207,jamaican
10933,korean
38206,indian
14110,mexican
19128,italian
32616,indian
27748,mexican
31858,french
20510,italian
17602,thai
35665,japanese
46589,indian
8178,mexican
34880,italian
42527,mexican
29682,filipino
32166,thai
30343,irish
15385,cajun_creole
18372,chinese
29211,italian
23269,japanese
4561,indian
27365,thai
49032,japanese
22064,greek
12060,french
47834,southern_us
25815,southern_us
34036,chinese
19326,chinese
44078,thai
31090,cajun_creole
17485,southern_us
708,french
5350,vietnamese
29754,french
18309,italian
46871,french
27300,southern_us
41890,mexican
49548,southern_us
11392,french
1354,thai
48819,southern_us
19097,southern_us
42113,greek
24060,thai
25849,mexican
4543,french
25306,southern_us
41966,italian
48719,indian
48191,thai
8826,french
42703,mexican
16083,greek
26613,chinese
28088,italian
39965,southern_us
36239,french
4322,moroccan
9951,french
3045,mexican
28585,greek
39841,italian
25913,mexican
39715,vietnamese
23135,mexican
47022,indian
24160,southern_us
18619,italian
12574,korean
22681,indian
33692,cajun_creole
538,mexican
22118,chinese
21890,japanese
36340,filipino
27973,italian
12870,mexican
22564,chinese
35063,indian
7000,french
11318,moroccan
47001,italian
11395,japanese
23507,chinese
47242,french
48957,italian
17721,italian
25138,french
47438,italian
47162,french
42459,french
6486,indian
24116,indian
31596,chinese
38887,chinese
10665,jamaican
13712,brazilian
2633,chinese
35784,cajun_creole
45204,french
46722,southern_us
34949,french
35321,chinese
46430,southern_us
34431,french
30890,chinese
42132,filipino
15702,thai
47719,jamaican
45160,italian
20600,italian
10800,greek
30479,greek
9457,jamaican
26571,thai
42942,italian
36635,mexican
43617,chinese
16911,mexican
122,mexican
22340,italian
37007,italian
23595,italian
25233,french
5503,chinese
47338,thai
44695,filipino
7141,southern_us
14564,italian
19655,french
35326,indian
35922,mexican
28171,italian
1322,italian
14923,southern_us
42344,italian
16380,mexican
15233,indian
8338,chinese
41014,indian
30440,mexican
23043,chinese
20788,southern_us
14375,southern_us
1184,chinese
34280,italian
46171,cajun_creole
31834,thai
14759,mexican
15855,chinese
6662,italian
15056,greek
34873,chinese
20089,southern_us
20015,mexican
18402,italian
6418,southern_us
1454,chinese
14070,thai
26424,japanese
27349,indian
26459,korean
13151,italian
12264,italian
18366,italian
46851,thai
18954,italian
39858,chinese
43500,irish
21656,italian
10505,chinese
5313,moroccan
28951,japanese
19961,indian
1795,italian
9917,french
26180,mexican
9726,italian
47689,italian
7866,mexican
41625,mexican
35160,southern_us
4430,southern_us
39082,french
46186,indian
11988,indian
24177,vietnamese
31849,italian
41194,moroccan
36968,mexican
42330,chinese
36791,thai
19704,italian
4933,indian
4255,mexican
37105,italian
35848,mexican
17416,mexican
39066,italian
36270,cajun_creole
24406,filipino
20517,italian
27630,mexican
19670,french
4685,italian
45260,italian
378,chinese
40841,russian
27632,japanese
12193,mexican
38047,mexican
10170,italian
25043,japanese
23851,italian
14743,chinese
13294,southern_us
26466,chinese
32002,french
37526,southern_us
8888,italian
38945,southern_us
38546,cajun_creole
38869,french
10556,mexican
3296,italian
25977,mexican
32025,mexican
44087,italian
32762,irish
824,southern_us
44636,italian
542,chinese
38218,french
41930,thai
1987,italian
37378,southern_us
8873,italian
1513,chinese
44013,mexican
38042,indian
11576,jamaican
24510,french
823,italian
23443,chinese
34870,indian
3846,southern_us
14993,french
16854,mexican
5886,mexican
33793,italian
2999,southern_us
20843,mexican
29153,chinese
33790,greek
16516,indian
37887,french
18466,indian
48033,moroccan
45404,italian
4175,mexican
31986,italian
38555,indian
26832,chinese
19810,thai
49086,southern_us
39579,cajun_creole
25551,southern_us
42549,moroccan
22052,mexican
45632,italian
4143,mexican
11310,italian
32839,japanese
48171,japanese
22896,cajun_creole
10878,mexican
31643,mexican
47624,chinese
35141,italian
13498,chinese
24566,italian
16533,italian
15437,mexican
19426,greek
32416,mexican
2427,italian
9178,southern_us
40606,italian
28450,japanese
7946,italian
21756,greek
17843,southern_us
44066,southern_us
7427,chinese
11297,french
42965,italian
23067,french
35066,thai
27938,greek
39075,greek
20200,southern_us
19823,british
12336,chinese
34714,southern_us
45388,italian
25639,greek
33985,southern_us
25524,thai
19641,chinese
11106,chinese
22165,italian
35412,italian
23475,japanese
1570,french
12815,french
37253,indian
16900,italian
7701,southern_us
49391,mexican
1132,cajun_creole
13051,mexican
2284,chinese
21410,french
25604,greek
45746,thai
35911,southern_us
26608,japanese
16991,french
40657,mexican
47960,italian
38408,southern_us
1295,vietnamese
40139,cajun_creole
38538,southern_us
26420,spanish
10326,thai
5181,mexican
18210,indian
3241,southern_us
27062,italian
41527,thai
45484,mexican
38755,french
47246,italian
164,moroccan
723,indian
299,italian
1519,mexican
34077,japanese
45254,indian
34760,french
11154,thai
26274,italian
15081,italian
45100,mexican
1417,french
32083,italian
29971,italian
17679,cajun_creole
36539,indian
34975,mexican
4633,italian
10321,southern_us
35565,italian
26919,chinese
9549,italian
31863,southern_us
22053,indian
19443,italian
18540,italian
23354,italian
13859,southern_us
23904,thai
6675,italian
18595,southern_us
12967,chinese
17283,southern_us
23211,chinese
14358,mexican
31398,indian
42650,italian
25258,chinese
18457,vietnamese
11810,mexican
9499,cajun_creole
11943,indian
6810,thai
34323,french
23296,korean
45927,italian
45196,french
19917,japanese
20210,french
41629,chinese
39907,italian
4956,mexican
37058,southern_us
20859,chinese
3315,french
4401,italian
21361,italian
44164,french
26391,italian
47771,italian
44140,greek
43739,indian
12481,french
12292,vietnamese
15965,indian
23409,thai
39005,chinese
2774,indian
14529,japanese
16926,mexican
26890,brazilian
9663,japanese
43052,thai
24193,southern_us
5476,italian
10048,greek
1981,mexican
12194,chinese
22202,irish
7626,japanese
37365,mexican
44144,indian
37723,french
47194,indian
30827,italian
33108,indian
2075,southern_us
6326,italian
11083,mexican
30311,chinese
45371,mexican
18232,indian
9768,japanese
6648,southern_us
35650,cajun_creole
23013,italian
6669,mexican
42670,mexican
18155,cajun_creole
44622,vietnamese
28426,mexican
23743,mexican
14176,brazilian
9576,italian
36577,mexican
16671,italian
22964,thai
16424,french
47225,indian
17565,french
36401,filipino
30314,french
32982,jamaican
21866,irish
1475,french
13053,french
33983,russian
24051,indian
22800,spanish
16561,chinese
2740,southern_us
219,mexican
48737,french
2164,french
13579,italian
71,french
12420,mexican
35209,mexican
11472,indian
43172,chinese
24927,cajun_creole
37102,italian
10743,greek
27874,indian
9565,italian
21419,french
767,korean
28308,italian
37605,italian
9558,french
31527,french
2419,chinese
7541,chinese
11400,greek
23487,french
8087,italian
21906,french
48830,mexican
37328,southern_us
45490,italian
9710,italian
16153,mexican
39537,moroccan
13923,filipino
8120,southern_us
12923,southern_us
1556,thai
6871,french
34201,irish
36146,french
33170,southern_us
20082,mexican
26517,southern_us
15214,cajun_creole
34092,southern_us
40902,cajun_creole
44452,greek
2083,italian
44897,mexican
17850,jamaican
26693,italian
19618,indian
35589,indian
46084,southern_us
17256,mexican
47570,mexican
32796,indian
27047,moroccan
39487,cajun_creole
130,thai
17627,cajun_creole
29072,southern_us
1108,southern_us
22666,southern_us
41630,southern_us
27289,italian
42299,southern_us
36078,italian
7098,french
46999,brazilian
28791,chinese
39576,mexican
2447,french
22449,cajun_creole
23828,indian
5660,italian
47460,mexican
17912,cajun_creole
12288,southern_us
44037,indian
20875,mexican
6500,korean
13813,mexican
4907,indian
38186,italian
9816,mexican
8170,southern_us
21681,spanish
42384,southern_us
35366,chinese
34244,indian
35421,mexican
33457,mexican
28026,chinese
38122,italian
21362,french
42253,cajun_creole
21994,italian
34457,vietnamese
40229,mexican
10181,mexican
38257,southern_us
40992,southern_us
15617,french
34754,thai
45459,italian
31295,mexican
44977,southern_us
18322,japanese
23257,thai
10084,filipino
16445,indian
10594,chinese
26828,italian
47643,chinese
49680,chinese
27446,italian
8731,spanish
37341,indian
42241,japanese
13669,french
21403,jamaican
688,mexican
23894,italian
35753,french
44692,italian
235,mexican
20982,mexican
10166,mexican
2187,italian
5022,thai
49037,italian
44478,french
8912,thai
8919,italian
23856,southern_us
14647,french
48870,filipino
14377,mexican
18548,italian
39591,italian
46746,italian
31926,italian
10159,thai
11342,korean
32421,southern_us
19969,italian
3029,southern_us
39565,southern_us
7426,southern_us
20624,greek
4385,southern_us
18761,french
46710,chinese
46241,french
14208,indian
29323,southern_us
40663,southern_us
32391,mexican
9506,italian
35402,italian
48796,italian
4657,chinese
2404,thai
36923,japanese
41762,french
19344,filipino
19876,italian
39452,southern_us
19209,indian
35461,thai
5784,mexican
40345,irish
24765,italian
25563,southern_us
40680,mexican
36932,cajun_creole
28106,mexican
12717,mexican
40100,greek
6960,southern_us
20724,japanese
24433,italian
32118,chinese
22353,italian
23040,mexican
46246,italian
36642,southern_us
21579,italian
24073,southern_us
16775,thai
24732,spanish
24221,french
33300,french
34971,thai
19777,italian
24337,italian
24709,japanese
28557,italian
8963,french
31515,indian
22575,thai
11011,italian
42030,italian
48012,chinese
13623,thai
49552,mexican
5702,chinese
3847,italian
34221,italian
4312,british
35834,moroccan
11849,cajun_creole
38290,indian
3064,southern_us
30099,french
37354,mexican
27877,italian
45642,mexican
10629,mexican
17557,mexican
3725,mexican
49507,french
5560,indian
42239,indian
29559,thai
46028,french
26523,mexican
28313,indian
32502,thai
43610,filipino
35563,italian
22160,chinese
11258,chinese
36220,korean
15974,french
30449,indian
29676,indian
29951,chinese
2268,mexican
36813,mexican
28096,mexican
40471,italian
6545,french
33598,moroccan
22338,mexican
41918,vietnamese
2133,mexican
42259,thai
11056,mexican
7034,italian
17040,southern_us
35238,french
46155,southern_us
23356,italian
3909,indian
22107,mexican
1656,southern_us
9302,southern_us
19473,italian
13566,french
23424,italian
4139,southern_us
15970,southern_us
47732,southern_us
37251,southern_us
44870,thai
9773,italian
2131,spanish
6381,italian
9613,italian
47364,japanese
34376,italian
26408,indian
4763,italian
18982,mexican
2766,thai
19247,chinese
13462,southern_us
19678,french
22814,italian
18582,southern_us
3124,thai
19347,greek
8812,cajun_creole
22037,irish
15423,southern_us
35960,southern_us
49336,mexican
1255,mexican
17646,italian
20631,italian
19492,mexican
22895,italian
18607,indian
34569,chinese
48356,spanish
12252,southern_us
21071,italian
22458,southern_us
19585,southern_us
15597,indian
15038,southern_us
20028,mexican
29764,mexican
17206,southern_us
40901,mexican
37954,chinese
16933,thai
42657,moroccan
21846,chinese
33834,mexican
25873,southern_us
5938,italian
34762,italian
39835,french
5805,indian
13914,chinese
45924,moroccan
41460,italian
37287,italian
25059,italian
34872,mexican
7524,chinese
10427,filipino
8014,italian
14740,italian
24329,chinese
38514,thai
12665,chinese
24655,italian
7078,chinese
15995,southern_us
15861,southern_us
30662,southern_us
17836,italian
2078,french
3600,filipino
46302,indian
28375,southern_us
34839,thai
18345,french
23205,french
34763,italian
26692,southern_us
10317,thai
11767,mexican
36881,italian
33468,chinese
20669,mexican
18159,french
22891,russian
39588,italian
35941,japanese
15981,mexican
26013,chinese
5076,chinese
1573,italian
39380,french
13845,southern_us
35146,french
32924,french
9567,italian
35203,french
39666,italian
17786,thai
21936,italian
8668,british
41339,french
32268,italian
29706,mexican
42032,jamaican
8105,southern_us
11218,french
7159,italian
47817,italian
1572,indian
38720,cajun_creole
14780,mexican
31839,french
6501,mexican
39533,southern_us
22820,southern_us
9619,southern_us
14025,greek
19697,italian
5370,southern_us
32639,chinese
15249,chinese
47776,greek
48134,brazilian
24141,chinese
4117,chinese
20578,italian
47585,italian
20326,brazilian
43932,southern_us
29704,chinese
12447,cajun_creole
38117,thai
2684,greek
25371,mexican
25518,italian
27083,italian
16073,indian
45667,southern_us
44188,spanish
44888,mexican
41594,moroccan
1061,chinese
6536,italian
31586,chinese
9792,italian
40395,thai
24861,italian
32253,indian
31082,french
19298,chinese
6600,japanese
46939,southern_us
6092,southern_us
36600,french
45979,italian
46910,italian
14174,irish
10609,mexican
28647,greek
19066,indian
16803,indian
49114,southern_us
14664,french
39670,french
4583,indian
31121,southern_us
12589,jamaican
22551,southern_us
11817,greek
22003,indian
42091,chinese
45966,southern_us
6811,french
2711,italian
44757,filipino
5349,french
30294,vietnamese
48944,indian
44048,italian
411,southern_us
44998,japanese
18078,thai
48533,italian
16485,vietnamese
32939,italian
11808,italian
23059,chinese
16466,southern_us
7315,southern_us
13178,indian
2751,indian
41395,mexican
20534,italian
12111,french
38708,southern_us
37481,spanish
28048,mexican
13123,italian
2174,southern_us
17190,cajun_creole
25756,mexican
38180,moroccan
26892,cajun_creole
23757,french
8553,french
36272,thai
35224,indian
5203,southern_us
23565,southern_us
31420,indian
43491,chinese
38773,southern_us
15223,indian
17763,french
24528,italian
21704,irish
45329,mexican
48876,southern_us
3741,mexican
47710,italian
9182,italian
13782,mexican
3369,korean
11985,southern_us
39817,chinese
26869,italian
37461,indian
24217,italian
2474,southern_us
45929,french
12768,southern_us
924,southern_us
13258,southern_us
7955,indian
37056,chinese
17934,mexican
5843,indian
46881,italian
4049,mexican
24173,southern_us
4683,italian
32612,chinese
11314,mexican
13550,mexican
2483,indian
9573,italian
34113,chinese
37865,filipino
36951,brazilian
4703,indian
10734,indian
40444,filipino
44334,southern_us
35991,italian
34020,southern_us
3743,japanese
18305,chinese
7877,italian
10606,southern_us
30584,french
9266,indian
35196,mexican
41070,mexican
25930,filipino
48564,southern_us
14213,thai
6618,mexican
18479,cajun_creole
10279,french
30750,cajun_creole
45701,italian
22947,chinese
6467,indian
16365,indian
7184,greek
23270,mexican
41805,southern_us
7537,indian
18616,japanese
42857,indian
37906,irish
16846,italian
573,mexican
26657,indian
12408,irish
38232,greek
33447,french
40227,mexican
35760,italian
1385,french
47866,italian
30871,southern_us
22604,chinese
39397,moroccan
38782,jamaican
45343,italian
26112,indian
10209,italian
31702,moroccan
37943,chinese
23471,italian
3529,thai
46794,italian
16626,mexican
32361,japanese
20932,cajun_creole
11183,indian
33661,italian
12681,mexican
2450,mexican
23979,southern_us
18465,italian
28234,italian
47449,mexican
33869,indian
4924,mexican
18862,thai
30556,indian
35762,french
7396,cajun_creole
21232,italian
18299,chinese
35468,greek
42838,italian
33972,cajun_creole
46021,southern_us
1627,italian
28873,italian
38927,mexican
25262,chinese
19152,italian
11061,southern_us
27000,cajun_creole
37396,chinese
47358,mexican
47825,italian
24681,french
37706,french
44056,cajun_creole
38298,italian
30788,italian
36144,italian
21792,southern_us
31745,mexican
15104,french
30589,thai
14235,indian
2608,french
34828,southern_us
3282,french
4336,southern_us
25666,jamaican
17831,mexican
17008,cajun_creole
35845,mexican
19494,southern_us
30797,french
33763,mexican
19950,southern_us
23089,french
32074,chinese
49640,chinese
8403,chinese
15879,italian
7949,moroccan
31483,thai
32928,japanese
27647,southern_us
34616,italian
21113,french
41599,cajun_creole
23924,chinese
36335,italian
36194,jamaican
10980,mexican
45999,southern_us
3943,chinese
188,italian
5799,spanish
20964,british
2716,french
5464,italian
17640,italian
39437,filipino
14835,thai
3094,french
14826,italian
30173,mexican
37811,italian
22363,korean
6369,southern_us
26850,mexican
48887,italian
44405,italian
21477,mexican
32697,indian
38843,mexican
20076,italian
26429,mexican
35648,thai
41794,mexican
22100,italian
30216,southern_us
17656,filipino
17317,italian
4928,italian
43965,italian
6404,irish
12274,vietnamese
6651,southern_us
40406,french
40933,southern_us
23419,mexican
37867,thai
28834,italian
23912,chinese
4791,mexican
36354,japanese
32298,southern_us
44577,japanese
48859,chinese
32485,moroccan
8394,french
7708,italian
38385,southern_us
22622,thai
29716,thai
44462,mexican
9422,mexican
22499,mexican
36,italian
434,italian
5479,mexican
42420,southern_us
47346,russian
44568,mexican
38650,greek
19191,italian
22848,southern_us
17886,mexican
6036,french
38608,french
12890,japanese
15709,southern_us
13125,southern_us
48454,italian
36627,irish
47884,italian
28,southern_us
45365,italian
40795,chinese
17651,indian
1530,italian
17604,vietnamese
4700,mexican
24972,spanish
23525,mexican
7092,italian
43757,mexican
4808,mexican
7249,southern_us
27589,indian
47523,southern_us
44244,french
10383,korean
37285,mexican
21332,chinese
7311,italian
28052,italian
31653,italian
1740,italian
5484,southern_us
41406,southern_us
41907,southern_us
46515,mexican
38392,italian
15925,mexican
5094,italian
31816,italian
35713,southern_us
31296,mexican
41640,french
22419,indian
47874,southern_us
6570,italian
6936,mexican
34063,cajun_creole
34141,italian
44572,southern_us
28425,italian
38481,mexican
18955,italian
46466,cajun_creole
5692,jamaican
39836,mexican
33718,moroccan
36250,french
286,indian
29766,italian
20541,italian
31173,irish
46440,french
23905,british
37232,indian
8517,italian
21249,cajun_creole
32700,southern_us
22845,mexican
45461,italian
1307,french
30010,southern_us
21646,mexican
28148,italian
26450,jamaican
16602,mexican
9928,italian
27063,southern_us
22273,italian
12744,indian
28272,french
30350,southern_us
23362,southern_us
13645,greek
16942,southern_us
34970,italian
27829,british
38058,mexican
13256,thai
31859,italian
43027,southern_us
22235,chinese
2933,southern_us
45981,italian
11460,italian
33770,cajun_creole
24399,french
8006,southern_us
48885,japanese
42585,moroccan
40160,mexican
45541,vietnamese
22410,vietnamese
26226,chinese
4591,indian
5457,moroccan
39085,italian
24040,mexican
6576,chinese
34310,southern_us
27350,mexican
9968,thai
2464,italian
27952,chinese
43388,mexican
33143,mexican
28083,thai
15927,mexican
10255,southern_us
8011,southern_us
5195,thai
36015,mexican
40910,french
11309,french
47556,cajun_creole
27958,thai
27198,mexican
643,french
40853,indian
15815,japanese
2063,italian
19827,irish
33443,italian
44632,korean
26773,thai
3203,chinese
32873,filipino
24806,thai
45942,french
1324,french
32526,japanese
48093,indian
48942,french
8845,italian
11546,italian
44358,mexican
3209,southern_us
10553,italian
44430,italian
44712,italian
16351,indian
44644,italian
31670,indian
49147,southern_us
19750,southern_us
48121,vietnamese
22722,french
9910,italian
14236,italian
48341,southern_us
23190,thai
20362,greek
44794,southern_us
39419,indian
13526,french
42270,korean
37208,mexican
33824,italian
29953,italian
16387,chinese
37672,southern_us
1868,italian
24984,thai
47128,greek
44303,chinese
20318,chinese
7513,italian
13261,italian
19259,japanese
31103,southern_us
24037,italian
29984,southern_us
28159,french
5318,indian
23962,mexican
2084,italian
41793,french
18960,italian
17025,filipino
15510,southern_us
36832,japanese
20643,italian
4154,mexican
10510,chinese
45117,southern_us
43403,italian
42471,chinese
6942,italian
33309,french
6689,southern_us
48687,italian
9880,italian
25590,filipino
21842,mexican
27151,indian
565,japanese
21740,moroccan
42399,indian
35928,french
47060,irish
43147,indian
16625,italian
16769,spanish
12515,southern_us
14731,southern_us
11658,mexican
49467,vietnamese
19749,italian
39723,chinese
5722,italian
31967,southern_us
39857,italian
16534,french
27334,italian
32215,chinese
34903,italian
24990,southern_us
31307,moroccan
38874,mexican
24130,italian
27816,chinese
939,chinese
38293,french
7889,cajun_creole
22114,southern_us
24614,japanese
48827,thai
3387,french
41676,french
3152,mexican
38805,mexican
27078,chinese
34940,italian
16855,chinese
41891,mexican
36715,indian
49455,mexican
26522,spanish
28420,italian
329,french
18986,mexican
31705,french
7402,italian
10212,southern_us
10640,korean
38014,indian
5172,italian
26986,southern_us
5088,vietnamese
24522,italian
1900,mexican
4801,southern_us
27932,japanese
30941,cajun_creole
42354,mexican
48854,russian
39058,italian
34294,french
46593,italian
22582,mexican
36937,thai
34596,indian
42570,french
10147,southern_us
44796,mexican
46819,mexican
30905,mexican
34980,italian
49265,italian
37563,italian
25673,chinese
14267,irish
32410,cajun_creole
26392,thai
27384,italian
43045,thai
22576,mexican
11597,greek
22656,french
47811,greek
7925,french
14860,chinese
27525,chinese
7798,italian
10848,italian
19062,french
32224,chinese
11529,mexican
12155,spanish
30628,cajun_creole
21909,japanese
14291,mexican
3323,southern_us
6502,italian
25833,italian
31108,southern_us
47484,french
27396,spanish
48147,chinese
10489,mexican
12014,indian
4904,mexican
36607,italian
12756,mexican
32462,irish
42204,vietnamese
246,mexican
47061,korean
15908,thai
29572,greek
13458,mexican
14022,southern_us
40437,vietnamese
48136,mexican
